Fbref,Player,Total_npG,Total_npxG,finishing
43439614,Oliver Norwood,3,4.3,0.98
43458538,Joshua King,4,8.1,0.94
434ad289,Jay Fulton,4,4.7,0.99
4357f557,Troy Parrott,12,14.3,0.97
436a9dd0,Ander Herrera,3,2.0,1.02
437f2b00,Christoph Baumgartner,19,17.8,1.02
438c6082,Rémy Vita,2,1.8,1.0
43a166b4,Divock Origi,5,5.0,1.0
43a1bea5,Édgar Barreto,1,1.1,1.0
43aea3c8,Trova Boni,0,0.0,1.0
43b78598,Mauro Icardi,4,5.4,0.98
43e79bbc,Dael Fry,1,3.1,0.96
43e7a164,Alexander Djiku,2,3.5,0.97
43f5d4e6,Matt Crooks,20,20.799999999999997,0.99
43f71e77,Jorge Molina,10,5.6,1.07
441197b8,Obite N'Dicka,5,5.0,1.0
44150beb,Jon Pacheco,1,1.2000000000000002,1.0
441f7f4c,Enzo Cornelisse,0,1.4000000000000001,0.98
442b56fa,Ridle Baku,9,6.5,1.04
442ecc1e,Raheem Conte,0,0.0,1.0
4431aed2,Ciro Immobile,31,31.200000000000003,1.0
44330c36,Alberto Marí,1,1.4,0.99
4435db1e,Niko Hämäläinen,0,0.0,1.0
44361ade,Sam Gallagher,20,19.7,1.0
4442fbcd,Nikola Vukčević,0,0.0,1.0
44435c8f,Oumar Diakité,5,6.2,0.98
4447f575,Denílson,4,5.9,0.97
444c89d9,Antonio Vacca,0,0.0,1.0
44510fde,Andrea Favilli,0,0.0,1.0
44525f32,Patrick,0,0.0,1.0
4468ec10,Demarai Gray,7,8.7,0.97
447390cc,Rafael Brito,0,0.1,1.0
44781702,Ben Davies,4,5.6,0.97
44918bf5,Apostolos Vellios,3,3.1,1.0
449c6aae,Mees Rijks,0,0.0,1.0
44a20f0c,Maximilian Bauer,1,3.2,0.96
44ac04e9,Matías Vecino,9,7.6,1.02
44bfb6c5,Rúben Neves,7,3.9,1.05
44c38f2e,Joe Williams,2,3.3,0.98
44d0de01,Tiago Silva,3,3.7,0.99
44e07fac,Chris Ramos,6,13.1,0.9
44e8521b,Pablo Muñoz,0,0.0,1.0
44eb9093,Danilo D'Ambrosio,1,3.0,0.97
4506aec5,Thomas Cannon,10,6.699999999999999,1.05
450ab6fc,Jamaal Lascelles,2,1.7,1.01
450abe8a,Imran Nazih,0,0.0,1.0
450bb001,Aventis Aventisian,0,0.0,1.0
4515f00d,André Pereira,1,3.3,0.96
45191c29,Nicola Zalewski,2,2.5,0.99
45194ce9,Jed Wallace,17,16.5,1.01
452c3055,Alberto Soro,4,3.7,1.01
4534a352,Warmed Omari,1,1.7,0.99
4535e4bb,Mathew Ryan,0,0.0,1.0
45392b06,Nicolas Viola,5,2.6,1.04
453f566a,Kasey Palmer,6,7.5,0.98
454d07c9,Jeremy Jorge,0,0.0,1.0
455c26a4,Ángel Alarcón,0,0.0,1.0
4567a0b4,Petar Musa,23,19.8,1.04
45685411,Jesurun Rak Sakyi,0,0.4,0.99
45736cec,Pablo Barrios,0,1.4,0.98
457cb02f,Ivor Pandur,0,0.0,1.0
458e3479,Oscar Fraulo,2,2.6,0.99
45963054,Jamie Vardy,32,29.8,1.03
4596da74,Evan Ferguson,12,9.899999999999999,1.03
45a03961,Benjamin Pavard,4,3.9000000000000004,1.0
45a1777c,Ricardinho,1,1.0,1.0
45a91d07,Juan Delgado,3,2.2,1.01
45ac6fe1,Wes Harding,4,5.8,0.97
45af8a54,Marco Asensio,23,16.2,1.1
45b9b619,Joaquín Correa,9,8.6,1.01
45c29ae7,Álvaro djaló,10,11.3,0.98
45cce300,Jeffinho,2,2.1,1.0
45db685d,Jorginho,0,0.7,0.99
45e17712,Dimitri Foulquier,0,1.4,0.98
45e95f21,Lee Buchanan,1,2.2,0.98
45ef868f,Euller,1,2.6,0.97
45f771db,Tomás Mendes,0,0.0,1.0
4601e194,Jordi Alba,4,2.3,1.03
4611e028,Erick Pulgar,0,0.1,1.0
462475ed,Ludovic Ajorque,17,19.1,0.97
463503e2,Marcin Kamiński,2,0.4,1.03
46359159,Jimmy Cabot,0,0.7,0.99
46411d56,Bruno Nascimento,5,5.0,1.0
464cbbc9,Tom Huddlestone,0,0.1,1.0
464d927e,Tom Boere,6,5.8999999999999995,1.0
4654e5f5,Charlie Cresswell,4,2.5,1.03
4658e309,Aljoscha Kemlein,0,0.0,1.0
466824fb,Oier Sanjurjo,1,0.7,1.01
466fb2c5,Aaron Ramsdale,0,0.0,1.0
46750e9c,Nathanael Mbuku,2,2.5,0.99
468a7a91,Facundo Buonanotte,4,3.8,1.0
468fdbad,Jonas Martin,1,2.5,0.97
46907171,Abdul Majeed Waris,2,1.2,1.01
469d3d84,Charles Abi,0,0.0,1.0
46a7b605,Maxence Rivera,0,0.0,1.0
46a8347f,Šime Vrsaljko,1,1.3,0.99
46d27ca0,Max Bird,2,2.0,1.0
46e07328,José Arnaiz,2,1.7,1.01
46e98743,Ewerton,2,2.2,1.0
46fa7204,Kevin Agudelo,3,4.1,0.98
46fa8966,Cassiano,14,14.8,0.99
46faabfa,Ibrahima Niane,4,6.3,0.96
46ff3923,George Edmundson,0,0.3,0.99
47064058,Oliver Baumann,0,0.0,1.0
471f16b3,Kenny McLean,3,6.5,0.94
47327321,Taylor Harwood-Bellis,3,5.4,0.96
47369df8,Josh Brownhill,13,9.0,1.06
4737cebe,Adnan Januzaj,1,3.1,0.96
473803c9,Nikola Krstović,6,9.2,0.95
473f0f03,João Teixeira,4,4.3,0.99
474ecac8,Sergio Postigo,0,0.1,1.0
475a738b,Sékou Gassama,0,0.4,0.99
47681787,Marco van Ginkel,9,11.2,0.97
477ac4d2,Slobodan Tedić,0,3.8,0.94
477e50ce,Rémy Descamps,0,0.0,1.0
4788cb6b,Georges Mikautadze,10,7.8,1.04
478f023e,Amourrichio Van Axel Dongen,0,0.0,1.0
47a050ed,Duane Holmes,10,9.8,1.0
47a34c4f,Mohamed Elneny,0,0.30000000000000004,0.99
47ad225e,Noah Ohio,3,0.9,1.04
47af88b8,Jason Denayer,3,1.6,1.02
47c609d5,El Bilal Touré,10,10.8,0.99
47c66b8c,Ryan Koolwijk,0,0.1,1.0
47dc80f5,Adel Taarabt,1,0.7,1.01
47f82561,Emran Soglo,1,0.1,1.02
48035304,Nico Elvedi,6,5.300000000000001,1.01
4806ec67,Jordan Pickford,0,0.0,1.0
481c9ece,Denzel Dumfries,10,11.1,0.98
481f76cf,Josué Casimir,0,1.9,0.97
482d2bc3,Lucas Beltrán,5,3.0,1.03
4830e0af,Abdelhamid Sabiri,4,2.8,1.02
48329ff8,Samuel Ntanda,0,0.1,1.0
483bec75,Harlee Dean,1,1.6,0.99
484a3eae,Rodrigo Ribeiro,0,0.6000000000000001,0.99
484ebdb0,Matias Arezo,0,2.2,0.96
484fcf71,Nikolai Laursen,4,3.0,1.02
4851e9ca,Jorge Fernando Santos Silva,0,0.0,1.0
485e4939,Juanjo Narváez,0,0.2,1.0
485fbd1a,Myron van Brederode,6,3.2,1.05
4876c9ab,Mats Wieffer,6,7.0,0.98
48780156,Fabio Chiarodia,0,0.0,1.0
4879f8cb,Bailey Peacock-Farrell,0,0.0,1.0
487d9b09,Antonio Barragán,0,0.0,1.0
4887118d,Jordi Mboula,1,3.3,0.96
488ee64c,Ali Alipour,9,10.3,0.98
489941ab,Joel Randall,0,1.1,0.98
489d4867,Samuel Bamba,0,0.3,0.99
489e80e3,Mohamed Camara,0,1.7,0.97
48a08f79,Anis Mehmeti,5,6.4,0.98
48a2b92a,Dani de Wit,22,16.5,1.08
48a5a5d6,Gabriel Martinelli,26,22.5,1.05
48b28bfd,Jean-Eudes Aholou,4,3.0999999999999996,1.02
48b3dd60,Arthur Melo,1,0.5,1.01
48d5bd33,Ruslan Malinovskyi,12,7.3,1.08
48e49a24,Edu,0,0.0,1.0
48e89655,Pablo Piatti,0,0.2,1.0
48eed8d5,Jack Taylor,5,4.1,1.02
48fd4e29,Miguel Monteiro,1,1.4,0.99
4901cdcf,Stipe Radić,0,0.0,1.0
490328d4,Lisandro Semedo,0,1.1,0.98
49070d66,Lucas Perrin,1,1.5,0.99
49136c42,Andrew Gravillon,0,1.6,0.97
4914ed4a,Gabriel Silva,0,0.0,1.0
491a433d,Rasmus Højlund,19,17.1,1.03
49296448,Joshua Kimmich,8,4.8,1.05
49312f11,Sven van Beek,2,3.3000000000000003,0.98
4937a9f7,Abdel Jalil Medioub,0,0.1,1.0
493924a7,Kevin Mbabu,0,0.4,0.99
4958bfb2,Dani Carvajal,5,3.0,1.03
495945ef,Ashley Westwood,0,0.6,0.99
49676292,Mikey O'Neill,0,0.1,1.0
496a7037,Nikola Jambor,0,0.0,1.0
496aeede,Christoph Kramer,0,0.8,0.99
49712367,Oriol Busquets,0,0.2,1.0
49a6ecbb,Álvaro Rodríguez,1,0.2,1.01
49c9c79a,Amine Oudrhiri,1,0.4,1.01
49d028db,Édgar González,3,4.6,0.97
49dbab27,Isaac Palazón Camacho,12,12.8,0.99
49ea92be,Iñigo Córdoba,18,17.6,1.01
49f8cc54,Jack Burroughs,0,0.1,1.0
49fe9070,Timo Werner,16,21.2,0.93
4a021593,Andréa Dacourt,0,0.0,1.0
4a021afe,Elves Baldé,1,2.0,0.98
4a0a3759,Vasco Fernandes,0,0.9999999999999999,0.98
4a0b7f07,Gianluca Busio,1,0.9,1.0
4a0c6555,Thibault Tamas,0,0.0,1.0
4a1a9578,Luis Díaz,30,29.4,1.01
4a396ae9,Hamidou Keyta,0,0.0,1.0
4a478107,José Luis Morales,24,22.5,1.02
4a51ba65,Matt Turner,0,0.0,1.0
4a537185,Jesé,1,0.3,1.01
4a56052c,Jordan Veretout,7,9.1,0.97
4a5839fa,Fábio Cardoso,3,2.9,1.0
4a5a45c7,Lorenzo Pellegrini,16,16.1,1.0
4a5e83ad,Alexis Beka Beka,0,0.5,0.99
4a5f2032,Josep Antoni Gayá,0,0.0,1.0
4a633cfe,Unai García,1,0.6,1.01
4a93f8d1,Elikia Mbinga,0,0.0,1.0
4a987ffa,Adrian Grbić,1,3.3,0.96
4aa253fd,Álex Cantero,0,2.2,0.96
4ab53cdb,Jay Rodriguez,11,15.0,0.94
4abac767,Carlos Alcaraz,7,5.9,1.02
4ac7608e,Diego González,0,1.1,0.98
4accb7e0,Darko Brašanac,2,2.7,0.99
4acd733a,Valery Fernández,2,1.4,1.01
4ade359f,Jonathan Varane,0,0.0,1.0
4ae67f27,Alessandro Buongiorno,4,4.7,0.99
4aea5077,Stefan Lainer,1,1.7,0.99
4af3d3c8,Laros Duarte,3,2.4,1.01
4afc5a5a,Flávio Ramos,0,0.6000000000000001,0.99
4b029b31,Edoardo Goldaniga,0,0.8,0.99
4b1793b0,Lars Unnerstall,0,0.0,1.0
4b1d5a70,Shurandy Sambo,2,1.0,1.02
4b3c863f,Francisco Reis Ferreira,0,0.2,1.0
4b3e1a38,Amir Rrahmani,9,8.0,1.02
4b40d9ca,Nick Pope,0,0.0,1.0
4b441f92,Eli King,0,0.0,1.0
4b511457,Oriol Romeu,4,3.7,1.01
4b520f96,Marco Bertini,0,0.0,1.0
4b542852,Adam Wharton,4,2.2,1.03
4b55eb4d,Andrea Schiavone,1,0.2,1.01
4b5e809f,Bartosz Białkowski,0,0.0,1.0
4b6bcb0d,Aaron Rowe,0,0.0,1.0
4b77bb89,Konrad De La Fuente,0,1.0,0.98
4b792f35,Cheikh Faye,0,0.0,1.0
4b7a9fcc,James Abankwah,0,0.0,1.0
4b803b3c,Maximilian Wöber,2,2.0,1.0
4b8b9e6c,Vito van Crooy,12,10.7,1.02
4b8cb65b,Ignacio De Arruabarrena,0,0.0,1.0
4b96c347,Angelo Fulgini,7,10.9,0.94
4b9e5cba,David Bruno,0,0.1,1.0
4ba0176a,Reda Kharchouch,2,3.1,0.98
4ba27cea,Jonathan Tomkinson,0,0.0,1.0
4bc2a77c,Magrão,0,0.0,1.0
4bcf39f6,Neal Maupay,14,19.0,0.93
4bd00a50,Panagiotis Retsos,0,0.2,1.0
4bd414c1,Raúl Albiol,0,0.9,0.98
4be0b467,Lois Diony,1,2.2,0.98
4be70ecf,Bailey Wright,0,0.2,1.0
4bf39bcc,Hakeem Odoffin,8,4.9,1.05
4bf69118,Enock Kwateng,1,0.3,1.01
4c0199a5,Tim Coremans,0,0.0,1.0
4c0a6a48,Jon Guridi,4,4.9,0.98
4c184730,Brian Brobbey,38,38.5,0.99
4c2a5d34,Mehdi Taremi,33,34.7,0.98
4c2a65a8,Manuel Manu,2,1.3,1.01
4c2e9442,Maxi Gómez,5,6.6,0.97
4c2fa917,Nikita Iosifov,0,0.0,1.0
4c370d81,Roberto Firmino,16,10.2,1.09
4c3a6744,Justin Kluivert,16,14.9,1.02
4c4ffacc,Mamadou Fofana,0,0.0,1.0
4c53a688,Leo Sauer,2,1.3,1.01
4c5835e6,Benicio Boaitey,0,0.0,1.0
4c5b14d2,Joaquín,0,2.7,0.95
4c5b714f,Djibril Sidibé,0,0.2,1.0
4c62d0c8,Mattia Perin,0,0.0,1.0
4c6d6af1,Aimar Govea,0,0.1,1.0
4c6ed74c,Maikel Kieftenbeld,0,0.5,0.99
4c6facae,Djibril Sow,7,3.8,1.05
4c78b5ed,Lucas Leiva,0,0.1,1.0
4c86d05d,Pité,1,1.2,1.0
4c8845f7,Youssef Maleh,2,4.8,0.95
4ca4f263,Tony Strata,0,0.0,1.0
4ca4f601,Brecht Dejaegere,4,2.6,1.02
4cb3b5a7,Kayden Jackson,3,2.6,1.01
4ccd8957,Eren Dinkçi,10,4.7,1.09
4ccf2d5b,Nathan Wood-Gordon,1,1.8,0.99
4cd41883,Paxten Aaronson,4,5.3,0.98
4cdcb529,Javier Vet,2,1.4,1.01
4cdcbc14,Filip Jagiełło,0,0.0,1.0
4cde5509,Zlatan Ibrahimović,8,6.800000000000001,1.02
4cee5954,Lucas Olaza,1,1.1,1.0
4cf7d718,Tomás Costa Silva,1,1.7,0.99
4d034881,Sergio Agüero,1,1.0,1.0
4d1666ff,Jules Koundé,4,4.2,1.0
4d1c4a5d,Gonçalo Borges,0,0.6,0.99
4d1efb48,Pietro Ceccaroni,2,2.4,0.99
4d224fe8,Casemiro,6,9.4,0.95
4d24f3e4,Manu Royo,0,0.1,1.0
4d36e5ae,Alberto costa,0,0.0,1.0
4d395e2b,Jack Rudoni,7,12.9,0.91
4d3bdda7,Óscar Aranda,1,0.9,1.0
4d3e9033,Mathieu Gorgelin,0,0.0,1.0
4d557d54,Rafael Alcobia,0,0.0,1.0
4d5a9185,Viktor Gyökeres,59,53.5,1.05
4d5ecb73,Joe Rafferty,0,0.0,1.0
4d5f6b4a,Mexx Meerdink,0,3.0999999999999996,0.95
4d6a842d,Andreas Linde,0,0.0,1.0
4d70db85,Adam Maher,1,1.0,1.0
4d753a3f,Raúl Torrente,0,0.4,0.99
4d77b365,Darwin Núñez,42,42.3,1.0
4d77e622,Jota Silva,13,12.3,1.01
4d8cd038,Luka Jović,13,14.3,0.98
4d90ce8c,Harvey White,0,0.0,1.0
4d93d433,David Marshall,0,0.0,1.0
4d960fc3,Emiliano Marcondes,2,2.9,0.98
4da9191b,Glen Kamara,0,0.5,0.99
4db5915d,Yoann Cathline,5,4.3,1.01
4dbd0916,Thomas Lemar,5,4.5,1.01
4dc4f138,Conor Townsend,3,6.3,0.95
4dcec659,Simon Adingra,6,4.3,1.03
4dd2a0be,Elias Achouri,0,0.0,1.0
4ded7677,Wessel Dammers,1,1.5,0.99
4e015693,James Garner,5,7.4,0.96
4e0afc5d,Arnaud Souquet,1,0.6,1.01
4e0c8d66,Michele Di Gregorio,0,0.0,1.0
4e1d5e59,Szymon Żurkowski,10,5.4,1.08
4e204552,Jacob Bruun Larsen,10,8.3,1.03
4e219ad2,Suso,3,2.8,1.0
4e225b9c,Theo Mawene,0,0.0,1.0
4e232375,Kaio,0,0.4,0.99
4e2da7f7,Zé Carlos,1,1.1,1.0
4e358a2d,Federico Fazio,3,2.6,1.01
4e43f8c0,Matthew Godden,21,22.9,0.98
4e47507a,Yoann Touzghar,4,5.1000000000000005,0.98
4e4b59a4,Jean Gorby,1,0.2,1.01
4e5a4cbc,Scott McKenna,2,1.3,1.01
4e6dbac4,Sergej Milinković-Savić,20,14.1,1.09
4e7db402,Alban Lafont,0,0.0,1.0
4e99bc91,Isaac Hutchinson,0,0.0,1.0
4e9a0555,Chris Wood,20,20.4,0.99
4eae5bc4,Diego Conde,0,0.0,1.0
4eb00fda,Mees Hilgers,2,2.0,1.0
4eb0686f,Amadou Traore,0,0.0,1.0
4eb9e87b,Dries Saddiki,2,2.9,0.98
4ec55b87,Conor Chaplin,13,12.0,1.01
4ecc9246,Tayo Edun,0,0.5,0.99
4ed3f5c4,Caleb Taylor,0,0.4,0.99
4f093689,Jordan Tell,1,0.7,1.01
4f0f270a,Dennis Vos,0,0.1,1.0
4f16405e,Niclas Füllkrug,20,19.1,1.01
4f182a8f,Xadas,6,4.7,1.02
4f1e6a0b,David Neres,14,11.700000000000001,1.03
4f20f4af,Tyrell Sellars-Fleming,0,0.0,1.0
4f21d3af,Ashley Phillips,0,0.2,1.0
4f242e0e,Dilan Markanday,1,1.4,0.99
4f255115,Aurélien Tchouaméni,6,5.1,1.01
4f28a6ff,Clément Lenglet,0,2.1,0.96
4f2908e5,Federico Peluso,0,0.0,1.0
4f4a7bcb,Alexander Gilbert,1,0.2,1.01
4f4fe74d,Siem de Moes,0,0.0,1.0
4f521fcf,Michael Brouwer,0,0.0,1.0
4f565d77,Kalvin Phillips,0,1.2,0.98
4f627629,Nikola Soldo,0,0.6,0.99
4f6d9fb0,Frank Ross,0,0.0,1.0
4f8ce0e1,Vid Belec,0,0.0,1.0
4f95c5a3,Yanis Hamache,3,2.1,1.02
4f96ed39,Isak Hansen-Aarøen,0,0.0,1.0
4f97147d,George Friend,0,0.5,0.99
4f974391,Aaron Cresswell,2,1.4000000000000001,1.01
4fa3a3a4,Trai Hume,2,4.300000000000001,0.96
4fac8f81,Dávid Hancko,6,7.6,0.97
4fad2198,Wout Brama,0,0.2,1.0
4fb18ca4,Franci Bouebari,0,0.0,1.0
4fb40948,Brodie Gilmore,0,0.4,0.99
4fb7cc15,Andres Sfait,0,0.0,1.0
4fb9c88f,Curtis Jones,5,4.7,1.01
4fc2210a,Paulo Victor,1,1.5,0.99
4fd08daa,Jan Paul van Hecke,1,3.4,0.96
4fd96308,Charles Ondo,0,0.0,1.0
4fe2648c,Aaron Malouda,0,0.0,1.0
4ff1c40c,Michael de Leeuw,5,5.9,0.99
501055d8,Karim Adeyemi,9,7.8,1.02
5046b7d4,Stéphane Bahoken,3,4.1,0.98
505486d6,Victor Bernth Kristiansen,0,0.4,0.99
505dce2b,Adrián Butzke,7,7.199999999999999,1.0
5065d67d,Dénys Bain,0,0.0,1.0
5069b796,Achraf Dari,1,0.4,1.01
506daeac,Antonio Blanco,0,0.8,0.99
506ee547,Vicente Besuijen,0,0.1,1.0
506eff98,Dennis Adeniran,0,0.0,1.0
507c7bdf,Bruno Fernandes,22,21.9,1.0
507d7569,Tiago Ribeiro,0,0.1,1.0
5083a734,Yangel Herrera,8,8.3,1.0
50841bef,Joaquin Sosa,0,0.1,1.0
508433d7,João Caiado,0,0.0,1.0
50871bcc,Thorgan Hazard,5,4.2,1.01
508a9011,Mohamed El Arouch,0,0.0,1.0
509a4ccb,Keita Baldé,3,3.5,0.99
50ac8941,Karol Fila,0,0.1,1.0
50c68de8,Saxon Earley,0,0.0,1.0
50cbc806,Iker Benito,0,0.1,1.0
50dc94ce,Donny van de Beek,2,1.8,1.0
50e148af,Arsénio Martins Lafuente Nunes,2,4.3,0.96
50e41224,Sondre Tronstad,5,3.6,1.02
50e6dc35,Jean-Philippe Mateta,21,18.6,1.03
50f823d3,Filip Stevanovic,3,3.3000000000000003,0.99
50fc4c0a,Jordan Amissah,0,0.0,1.0
50ff205b,Attila Szalai,0,0.0,1.0
5100af90,Zach Muscat,2,2.2,1.0
510c6a3f,Joel Drommel,0,0.0,1.0
5128bde4,Darko Lazović,7,8.5,0.98
512a33eb,Charlie Lennon,0,0.0,1.0
5132b92c,Lucas Oliveira Rosa,0,0.4,0.99
514270e8,Youssef Maziz,1,0.1,1.02
514725a0,Ryan Porteous,5,2.8,1.04
5148dcc5,Martin Terrier,35,23.1,1.15
5154b2ba,Kristian Pedersen,2,3.1,0.98
515ebe8d,Nathaniel Phillips,1,1.5,0.99
5167c97e,Massadio Haïdara,1,2.9000000000000004,0.97
517cfb19,Mohamed Kaba,0,1.2,0.98
5186dfbf,Joshua Kitolano,7,5.7,1.02
518f2234,Alex Baena,8,11.0,0.95
51907c14,Marc Roberts,2,4.3,0.96
519db366,Romelle Donovan,0,0.2,1.0
51a3c4c8,Felipe,2,2.0,1.0
51afbba4,Karim Dermane,0,0.0,1.0
51b41c5c,Morgan Schneiderlin,0,0.3,0.99
51c30111,Sanjin Prcić,2,2.7,0.99
51c83a90,Donovan Léon,0,0.0,1.0
51cb4026,Kian Harratt,2,2.1,1.0
51cf8561,Oleksandr Zinchenko,2,2.5,0.99
51d29173,Frank Ronstadt,0,0.1,1.0
51dbeea9,Thilo Kehrer,3,2.2,1.01
51f22984,Yusupha Njie,17,15.1,1.03
520c318f,Zé Luís,2,2.1,1.0
52105203,Scott Dann,2,0.5,1.03
5219ab4a,Jonathan Clauss,10,8.5,1.02
52479cc2,Jhonatan,0,0.0,1.0
52611641,Lucas Torreira,5,5.0,1.0
526d48b5,Francisco Pereira,0,0.0,1.0
526ea7cc,Amos Pieper,2,2.0,1.0
5271c8f1,Benjamin Mendy,2,1.1,1.02
527f063d,Edinson Cavani,5,7.0,0.97
528492ea,Alfred Duncan,5,2.9,1.04
5294a83f,Luis Alberto,15,10.7,1.07
529f49ab,Thomas Partey,5,5.4,0.99
52afb588,Kevin Schade,7,5.5,1.02
52b0c182,Mohamed Amissi,0,0.2,1.0
52cc3dc1,Marco Tol,3,1.5,1.03
52cd0e88,Saïd Hamulic,0,1.2,0.98
52d1a4c6,Kenji Gorré,6,5.5,1.01
52e88991,Jefferson,2,1.1,1.02
52ec54d0,Leonardo Bonucci,3,2.5999999999999996,1.01
52ee0234,Ricardo Matos,2,2.2,1.0
52f7e3a7,Isaac Babadi,1,1.2,1.0
53070b63,Paulinho,5,4.6,1.01
530e7d85,Thomas Beelen,0,0.9,0.98
5313ed43,Seko Fofana,14,14.100000000000001,1.0
5314e067,Sofiane Alakouch,0,0.0,1.0
531a4aa8,Yan Valery,0,0.8,0.99
532e1e4f,Pau Torres,8,6.4,1.03
5333d7de,Alois Oroz,5,3.1,1.03
53520a67,Jens Jønsson,0,0.4,0.99
53538b39,James McClean,3,3.4,0.99
53552942,Máximo Perrone,0,0.2,1.0
535a991e,Daouda Weidmann,0,0.0,1.0
535b0343,Alois Confais,0,0.0,1.0
5360a956,Gabriel Vidovic,4,1.4,1.05
5363c7e7,André Teles,0,0.1,1.0
536cebe5,Ante Rebić,5,5.9,0.99
53888a90,Kees Smit,0,0.0,1.0
539230cf,Andrea Ranocchia,0,0.5,0.99
5397e7d8,Daniel Grimshaw,0,0.0,1.0
53a0e358,Domenico Berardi,18,14.2,1.05
53af52f3,Kasper Schmeichel,0,0.0,1.0
53c0ab99,Leo Cordeiro,3,2.4,1.01
53cad200,César Azpilicueta,1,1.9,0.98
53d93280,Justin Bijlow,0,0.1,1.0
53ddba36,Javier Avilés,0,0.0,1.0
53de807a,Ștefan Radu,0,0.1,1.0
53df7c3f,Williams Kokolo,0,0.0,1.0
53e07d0b,Ádám Szalai,1,1.3,0.99
53e494ec,Luca Gemello,0,0.0,1.0
53ecfa02,Connor Taylor,0,0.2,1.0
53f1c5de,Lucas Mineiro,0,0.6,0.99
53f6306f,Mehdi Zerkane,0,0.0,1.0
5408dd51,Koki Saito,10,7.800000000000001,1.04
540ec57b,Yeremi Pino,10,14.9,0.93
5413ef36,Lenny Lacroix,0,0.1,1.0
5418d47c,Fabio González,0,0.0,1.0
542cc80f,Paul Lasne,0,0.4,0.99
542d4f02,Bradley Dack,6,6.300000000000001,1.0
545599ea,Celton Biai,0,0.0,1.0
5458f670,Hugo Novoa,2,1.9,1.0
54618013,Dylan Kadji,0,0.0,1.0
546bb36e,Bonke Innocent,0,0.30000000000000004,0.99
546c7f68,Gino Infantino,0,0.0,1.0
5470b208,Mike van Beijnen,0,0.0,1.0
54778940,Dominic Sadi,0,0.0,1.0
547a72ad,Julien Le Cardinal,0,0.8999999999999999,0.98
547c0119,Alan Matturro,0,0.1,1.0
548756f2,Mohamed Bechikh,0,0.0,1.0
5487adcd,Abdul Mumin,1,1.7000000000000002,0.99
548bd0de,Gvidas Gineitis,0,0.4,0.99
548fea2f,Luigi Samele,0,0.0,1.0
5496cc91,Alberto Perea,0,0.9,0.98
549d4e3e,Mathias Ross,2,0.9,1.02
54ab971f,Salvatore Molina,0,0.0,1.0
54b4dc4e,Kerem Demirbay,4,4.0,1.0
54bcdeb0,Gonzalo Plata,1,3.7,0.95
54d060be,Djenahro Nunumete,0,0.0,1.0
54d2b378,Elias Baum,0,0.0,1.0
54d51e22,Fabien Lemoine,0,0.2,1.0
54dd7308,Dujon Sterling,0,0.4,0.99
54e4866f,Vincenzo Grifo,14,10.9,1.05
54e53b7e,Gianluca Caprari,14,10.4,1.06
54f5b2bd,Brooke Norton-Cuffy,2,2.3,0.99
54f6afe3,Petar Zovko,0,0.0,1.0
55126f3b,Koke,1,2.1,0.98
5515376c,Trevoh Chalobah,4,2.2,1.03
5521f419,Adam Hložek,7,5.800000000000001,1.02
5524044b,Henrique Ribeiro,0,0.0,1.0
5526deb1,Tommy Doyle,5,5.3,1.0
552aa16c,Tom Trybull,0,0.0,1.0
5534217d,Sol Bamba,0,1.1,0.98
55388631,Rayan Kolli,0,0.7,0.99
554067e3,Samuel Portugal,0,0.0,1.0
554bcc91,Arne Engels,3,2.4,1.01
5556d20b,Jordi,0,1.3,0.98
555d5edd,Nadiem Amiri,5,4.0,1.02
555f3a0b,Mario Hermoso,5,5.7,0.99
5560e858,André Filipe Rio Liberal,0,0.0,1.0
55634fb8,Kaiky,1,0.30000000000000004,1.01
5564eb4f,Daniel Butterworth,0,0.6,0.99
5567d6f5,Nathan Lowe,1,1.3,0.99
5569bf9a,Anderson Lucoqui,1,0.7,1.01
5584552e,Marcel Lotka,0,0.0,1.0
558807c0,Jack Stacey,1,1.9,0.98
558c0d6d,Walid Ould-Chikh,1,1.2,1.0
55a1cac2,Tommaso Pobega,6,4.8,1.02
55a5d959,Iván Angulo,1,1.4,0.99
55abe554,Clinton Mata,0,0.6,0.99
55ae91f0,Bruno Gaspar,2,1.7000000000000002,1.01
55b4f1d6,Ian Poveda,3,3.6999999999999997,0.99
55e098cd,Magnus Warming,0,0.0,1.0
56065ce2,Francesco Antonucci,2,1.1,1.02
56077210,Claudio Falcão,4,3.6,1.01
5622d68b,Etienne Vaessen,0,0.0,1.0
562a4799,Boubakar Kouyaté,1,3.2,0.96
5630a6e0,Yadaly Diaby,0,0.3,0.99
5635834c,Emilijus Zubas,0,0.0,1.0
563a68ad,Gary Medel,0,0.4,0.99
563fcd6b,Gauthier Hein,2,3.9,0.97
56413b1f,Charles Aránguiz,2,1.9000000000000001,1.0
56488520,Gonçalo Sousa,0,0.0,1.0
56545648,Roberto González,6,4.699999999999999,1.02
56628958,George Abbott,0,0.0,1.0
5680bf3f,Jérémie Bela,3,2.9000000000000004,1.0
569525cd,Darren Robinson,0,0.0,1.0
56ae428b,Jubal,2,2.3,0.99
56aef149,Joel Colwill,0,0.0,1.0
56bcaaa0,Carlos Álvarez,0,0.0,1.0
56cafd0a,Miguel Ángel Rubio,1,0.8,1.0
56d838f7,Darko Gyabi,0,0.5,0.99
